loss,accuracy,val_loss,val_accuracy
0.384271502494812,0.8974162340164185,0.30317258834838867,0.919719934463501
0.26021823287010193,0.9304217100143433,0.23598453402519226,0.929054856300354
0.20609141886234283,0.9410568475723267,0.20474401116371155,0.9367561340332031
0.17354248464107513,0.9491248726844788,0.18454548716545105,0.9414235949516296
0.15026329457759857,0.9552592039108276,0.19735103845596313,0.9332555532455444
0.1261207014322281,0.9624270796775818,0.19322989881038666,0.9365227818489075
0.10738012939691544,0.9687948226928711,0.1851682960987091,0.935122549533844
0.09301021695137024,0.9743290543556213,0.211883082985878,0.931855320930481
0.0779293105006218,0.9788631200790405,0.21009360253810883,0.9358226656913757
0.0729680061340332,0.9805300831794739,0.21743032336235046,0.936289370059967
0.06175825744867325,0.98389732837677,0.23700757324695587,0.9297549724578857
0.0596662200987339,0.9845974445343018,0.20759323239326477,0.9346557855606079
0.055944956839084625,0.9863643646240234,0.23550808429718018,0.9339556694030762
0.04663482680916786,0.9890648722648621,0.2281852811574936,0.9334889054298401
0.04220139980316162,0.9905651211738586,0.26178833842277527,0.9281213283538818
0.04255550727248192,0.9899983406066895,0.24215807020664215,0.9304550886154175
0.03923797607421875,0.9911985397338867,0.23521257936954498,0.9346557855606079
0.03828955069184303,0.9911318421363831,0.2415435016155243,0.936289370059967
0.039868731051683426,0.9904651045799255,0.23796381056308746,0.9360560178756714
0.037910327315330505,0.9913318753242493,0.2548366189002991,0.9374562501907349
0.02979334443807602,0.9942657351493835,0.2789970636367798,0.931855320930481
