loss,accuracy,val_loss,val_accuracy
0.23988506197929382,0.8997833132743835,0.1875462532043457,0.9341890215873718
0.16523315012454987,0.9377562999725342,0.16274842619895935,0.9376896023750305
0.14774467051029205,0.9446907639503479,0.16202734410762787,0.9397899508476257
0.1235344409942627,0.9535922408103943,0.17752890288829803,0.9416569471359253
0.11134599149227142,0.9577262997627258,0.16147315502166748,0.9374562501907349
0.0895230695605278,0.967327892780304,0.3024652600288391,0.9124854207038879
0.07391687482595444,0.9727621078491211,0.18943904340267181,0.9358226656913757
0.06197304278612137,0.9774962663650513,0.20177650451660156,0.9381563663482666
0.04967194423079491,0.9826304316520691,0.2417343705892563,0.9369894862174988
0.04185258969664574,0.9848641157150269,0.32069534063339233,0.9388564825057983
0.030714215710759163,0.9895649552345276,0.2669261395931244,0.9388564825057983
0.027424676343798637,0.9900650382041931,0.3045840263366699,0.9386231303215027
0.027605706825852394,0.9901983737945557,0.3605867326259613,0.9334889054298401
0.026397529989480972,0.9906651377677917,0.3518339991569519,0.939089834690094
0.025814088061451912,0.9913985729217529,0.29721876978874207,0.9337222576141357
0.019997011870145798,0.9936322569847107,0.39356109499931335,0.9358226656913757
0.018398461863398552,0.9930321574211121,0.40294429659843445,0.9358226656913757
0.017019571736454964,0.9943657517433167,0.47158873081207275,0.9274212121963501
0.021145178005099297,0.9931988716125488,0.28751376271247864,0.9376896023750305
0.019986974075436592,0.9934656023979187,0.39500054717063904,0.9425904154777527
0.011948110535740852,0.9963660836219788,0.29029393196105957,0.9376896023750305
